SMILES,energy
C.C.C.C.[HH].[HH].[HH].[HH],-860.260009765625
C.C.C.C.[HH].[HH],-693.010009765625
C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1160.5699462890625
C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1161.22998046875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1402.969970703125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1276.1600341796875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1270.0799560546875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1391.77001953125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1395.1500244140625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1109.97998046875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1132.9599609375
C.C.C.C.O.[HH].[HH].[HH].[HH],-971.1500244140625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1256.77001953125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1099.75
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1331.7900390625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1254.6199951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1242.469970703125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1251.239990234375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1393.449951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1251.260009765625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1245.1800537109375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1086.739990234375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1255.969970703125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1131.3800048828125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1253.72998046875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1306.4599609375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1121.3299560546875
C.C.C.C.O.[HH].[HH].[HH].[HH],-966.7100219726562
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1255.27001953125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1099.9300537109375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-980.760009765625
C.C.C.N.O.[HH].[HH].[HH],-861.6199951171875
C.C.C.N.O.[HH].[HH].[HH],-884.77001953125
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1119.239990234375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1113.9599609375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1167.68994140625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1153.75
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-1017.719970703125
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1275.7900390625
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1159.280029296875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1277.3699951171875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1102.4599609375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1267.25
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1152.6800537109375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1160.9100341796875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1131.719970703125
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1262.43994140625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1310.1300048828125
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1105.280029296875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1122.72998046875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1118.3199462890625
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1118.530029296875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1271.1199951171875
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-1013.4000244140625
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-1023.8900146484375
C.C.C.N.O.[HH].[HH].[HH],-862.3400268554688
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-1018.010009765625
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1119.260009765625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1153.4300537109375
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-993.7000122070312
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1120.219970703125
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-988.510009765625
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-988.3400268554688
C.C.C.N.O.[HH].[HH].[HH].[HH].[HH],-972.6400146484375
C.C.C.N.O.[HH].[HH].[HH],-810.1699829101562
C.C.C.C.S.[HH].[HH].[HH].[HH],-977.6699829101562
C.C.C.N.S.[HH].[HH].[HH],-850.5499877929688
C.C.C.N.S.[HH].[HH].[HH],-852.4199829101562
C.C.C.C.C.[HH].[HH].[HH].[HH],-994.6799926757812
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1459.469970703125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1318.449951171875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1158.1300048828125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1317.699951171875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1472.5999755859375
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1157.449951171875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1455.8499755859375
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1300.0899658203125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1163.18994140625
C.C.C.C.C.[HH].[HH].[HH].[HH],-947.5399780273438
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1458.2900390625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1458.1199951171875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1306.22998046875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1455.3399658203125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1300.050048828125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1454.3800048828125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1339.0
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1088.22998046875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1197.0400390625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1324.0799560546875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1322.47998046875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1324.02001953125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1315.9000244140625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1316.1400146484375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1323.739990234375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1325.93994140625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1453.1099853515625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1321.1199951171875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1173.81005859375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1018.1300048828125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1470.7900390625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1062.9000244140625
C.C.C.C.N.[HH].[HH].[HH],-903.22998046875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1328.8900146484375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1067.18994140625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1327.300048828125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1065.6199951171875
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1455.6800537109375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1471.1500244140625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1474.9000244140625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1210.469970703125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1174.6600341796875
C.C.C.C.N.[HH].[HH].[HH],-902.4400024414062
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1472.02001953125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1210.27001953125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1464.449951171875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1315.050048828125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1466.4000244140625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1453.5799560546875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1325.97998046875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1169.3299560546875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1459.2900390625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1313.489990234375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1318.72998046875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1466.1199951171875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1319.449951171875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1161.8699951171875
C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1070.699951171875
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1321.300048828125
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1600.1099853515625
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1323.3800048828125
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1063.43994140625
C.C.C.N.N.[HH].[HH].[HH].[HH],-925.9099731445312
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1325.8499755859375
C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1170.4200439453125
C.C.C.N.N.[HH].[HH].[HH].[HH],-949.9099731445312
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1128.5
C.C.C.C.O.[HH].[HH].[HH].[HH],-1006.3499755859375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1268.1500244140625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1125.260009765625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1602.0699462890625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1250.3299560546875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1253.1800537109375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1254.3399658203125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1249.8699951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1254.2099609375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1254.699951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1249.449951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1100.5899658203125
C.C.C.C.O.[HH].[HH].[HH].[HH],-945.6099853515625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1400.2900390625
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1600.27001953125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1123.3199462890625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1258.4599609375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1132.010009765625
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1258.280029296875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1131.6400146484375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1401.1199951171875
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1406.469970703125
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1270.06005859375
C.C.C.C.O.[HH].[HH].[HH].[HH].[HH].[HH],-1104.18994140625
C.C.C.C.O.[HH].[HH].[HH].[HH],-972.489990234375
C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH],-1194.1600341796875
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1602.280029296875
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1751.199951171875
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1595.949951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1317.0799560546875
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1230.1400146484375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1213.239990234375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1468.0
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1462.739990234375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1482.800048828125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1485.760009765625
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1750.699951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1484.8699951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1488.469970703125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1343.760009765625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1348.0999755859375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1496.52001953125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH],-1257.1300048828125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1639.5799560546875
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1242.6700439453125
C.C.C.C.N.N.[HH].[HH].[HH].[HH],-1105.6700439453125
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1217.22998046875
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1750.530029296875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1472.0
C.C.C.C.N.N.[HH].[HH].[HH].[HH],-1124.1500244140625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1503.97998046875
C.C.C.C.N.N.[HH].[HH].[HH].[HH],-1129.260009765625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1383.1099853515625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1206.6800537109375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1363.989990234375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1335.72998046875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1481.1700439453125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1484.5
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1748.56005859375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1353.02001953125
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1220.22998046875
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1220.989990234375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1621.3499755859375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1621.3599853515625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1361.02001953125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1615.550048828125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1622.2099609375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1619.699951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1637.3800048828125
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1750.739990234375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1621.1800537109375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1621.3199462890625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1387.3699951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1612.56005859375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1613.949951171875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1635.93994140625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1492.5999755859375
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1497.0699462890625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1614.969970703125
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1620.31005859375
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1749.3599853515625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1386.1099853515625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1255.93994140625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1363.68994140625
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1347.8900146484375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1324.3299560546875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1614.8900146484375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1489.5799560546875
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1620.5400390625
C.C.C.C.C.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1608.800048828125
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH],-1242.7099609375
C.C.C.C.C.C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1750.3499755859375
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1487.9200439453125
C.C.C.C.N.N.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],-1381.6800537109375
